"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200","X201","X202","X203","X204","X205","X206","X207","X208","X209","X210","X211","X212","X213","X214","X215","X216","X217","X218","X219","X220","X221","X222","X223","X224","X225","X226","X227","X228","X229","X230","X231","X232","X233","X234","X235","X236","X237","X238","X239","X240","X241","X242","X243","X244","X245","X246","X247","X248","X249","X250","X251","X252","X253","X254","X255","X256","X257","word"
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,3,3,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"camera"
12,14,15,9,14,9,8,14,12,14,16,15,13,17,21,13,10,9,12,18,19,11,8,13,20,11,11,12,12,14,18,11,11,21,14,13,12,10,13,12,24,19,12,19,13,8,18,12,15,17,17,16,9,17,13,18,26,22,16,14,11,24,15,14,14,14,5,15,16,15,23,21,20,8,18,18,19,20,12,13,17,16,24,13,15,10,12,13,12,11,10,9,10,14,14,11,10,19,17,15,11,10,22,13,15,16,21,11,15,18,25,13,8,17,11,26,16,14,12,14,10,9,15,5,19,23,17,11,8,14,19,12,13,14,18,15,12,9,6,8,16,12,16,8,13,17,19,4,14,12,12,15,13,10,18,15,10,10,14,14,12,11,9,6,16,17,9,12,9,11,11,14,14,11,15,6,8,3,18,13,6,15,16,20,11,14,11,13,14,8,16,13,10,18,15,10,8,19,11,14,14,8,20,8,26,16,7,12,11,16,7,3,11,14,12,8,10,10,13,10,16,9,14,10,9,10,5,11,9,13,6,14,13,8,17,10,10,21,18,15,10,21,14,11,15,9,9,8,16,13,12,20,19,16,14,8,11,"can"
0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"cancer"
13,9,12,5,4,6,6,12,5,8,7,5,2,5,15,9,9,4,5,10,8,11,8,4,6,7,10,11,11,8,10,6,5,12,9,11,7,5,7,3,9,4,1,10,18,3,10,11,4,13,3,2,4,11,2,12,12,18,9,15,8,18,9,8,6,9,4,6,4,4,16,4,6,3,8,12,9,12,9,11,11,8,9,9,4,11,5,6,7,5,7,9,6,7,9,4,4,9,12,4,8,8,6,8,8,8,11,3,1,7,9,15,7,7,13,6,4,6,3,11,7,7,4,3,1,17,13,5,7,18,13,7,9,5,9,5,12,9,8,7,8,12,7,3,7,8,12,4,10,10,6,6,8,7,5,6,4,3,9,9,11,9,3,5,7,4,7,3,5,7,2,6,12,7,18,12,7,6,9,5,9,6,3,4,3,5,3,7,6,8,8,15,2,8,5,2,4,8,7,14,10,4,3,8,5,9,3,5,7,11,10,3,4,10,5,4,5,0,2,4,5,5,12,11,6,3,10,7,7,5,12,17,6,16,10,7,8,8,8,3,13,5,2,13,5,4,2,7,11,7,7,6,6,8,2,6,6,"cant"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,14,0,0,1,0,0,0,0,0,0,2,0,0,0,26,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,3,0,0,0,6,2,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,"captain"
0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,1,1,2,0,0,0,0,0,0,1,7,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,3,0,2,0,2,1,1,0,0,4,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,7,1,0,0,2,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,1,0,0,0,3,2,1,0,0,1,0,0,15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,14,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,1,2,0,0,2,0,0,1,0,0,0,0,2,0,3,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,12,0,0,2,1,0,0,"car"
0,0,1,0,0,1,0,5,1,1,1,2,1,0,2,0,3,0,2,1,1,0,1,2,3,0,1,7,7,3,1,2,1,1,2,5,1,1,1,0,0,0,1,0,0,0,1,0,1,1,6,2,3,1,7,0,0,1,0,1,2,2,3,7,0,0,0,3,4,3,1,0,11,4,1,1,1,2,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,2,4,0,1,0,1,4,4,0,2,0,3,0,2,2,2,2,7,1,0,3,0,0,0,0,6,0,3,1,1,1,1,1,1,0,0,0,1,1,2,0,11,0,2,1,0,1,2,5,0,1,1,1,0,0,1,1,3,1,0,0,0,1,1,0,2,1,2,0,2,1,2,1,1,0,1,1,3,1,0,1,2,1,0,1,0,3,2,3,5,0,2,0,1,2,0,2,4,9,1,3,0,1,2,0,0,1,1,2,0,0,1,2,1,0,3,4,1,4,4,5,0,1,0,0,1,4,1,1,2,0,4,1,1,2,2,2,1,1,2,1,0,6,3,1,1,0,0,10,3,3,0,4,5,3,3,1,2,0,1,3,2,5,1,"care"
0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"careful"
0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,"cares"
24,18,14,3,4,5,3,5,4,3,8,12,20,2,12,5,2,1,8,16,8,3,6,10,5,32,8,39,7,4,12,7,9,12,1,12,10,0,0,0,0,7,6,4,18,2,6,8,19,8,1,0,0,7,8,13,11,1,4,2,24,1,8,1,4,3,4,10,13,0,20,1,4,7,14,11,6,15,0,2,1,5,14,2,1,7,8,2,1,1,11,2,2,9,6,8,10,2,13,16,9,3,0,0,9,3,11,0,4,1,3,8,8,4,0,8,3,1,1,4,0,3,1,14,2,1,3,1,5,0,8,1,6,3,0,14,0,0,0,0,2,7,3,0,12,10,0,0,3,0,2,2,0,3,5,2,5,1,1,8,8,0,4,3,6,1,3,7,1,1,0,1,0,0,1,9,0,0,0,0,1,1,5,1,1,10,0,7,0,0,0,0,3,6,5,0,1,5,1,0,6,0,8,5,0,3,4,4,2,4,0,0,4,6,0,0,19,5,5,0,6,0,2,1,1,8,1,1,7,0,1,7,2,1,2,0,13,8,1,2,0,0,10,4,6,7,0,5,4,5,0,1,0,10,0,1,3,"cartman"
1,3,2,0,5,0,1,0,0,6,0,0,4,2,6,0,0,0,0,0,2,2,0,0,0,0,1,0,5,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,8,0,0,0,0,0,3,0,0,0,0,0,3,0,2,1,1,0,0,0,1,0,3,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,2,0,2,3,1,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,3,0,3,0,"cartmans"
0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,5,0,1,0,0,1,0,0,0,0,0,7,0,0,2,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,1,0,5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,1,0,0,1,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"case"
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,"cash"
0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,3,0,0,0,0,5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,3,0,0,0,0,7,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"catch"
0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,3,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,2,0,0,1,1,0,4,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,"caught"
3,1,1,9,2,3,0,1,5,5,1,0,1,1,0,0,1,0,4,3,3,0,2,2,1,0,0,2,0,4,1,3,7,2,3,1,2,2,6,0,2,0,3,0,1,4,4,1,1,3,0,0,0,1,1,3,6,1,0,0,3,2,1,1,3,0,0,1,3,3,1,1,3,0,1,1,2,0,1,2,1,0,2,2,1,2,0,4,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,3,1,0,5,2,0,0,1,1,1,2,1,0,2,0,2,1,0,3,0,0,9,1,1,0,0,3,0,0,0,1,0,1,3,2,1,0,0,1,0,1,1,0,1,0,0,3,1,1,0,0,3,2,1,0,1,0,1,1,4,0,1,1,1,0,6,1,10,4,1,3,8,2,2,0,5,1,2,2,0,0,3,0,2,1,1,1,0,0,1,1,0,3,0,1,4,1,0,4,2,0,2,2,3,1,2,2,1,5,1,3,2,3,0,2,4,5,5,2,3,0,6,1,1,0,0,3,3,2,1,0,0,7,1,4,0,0,0,0,1,0,3,0,"cause"
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"caused"
0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,1,7,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"center"
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"certain"
1,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,0,0,1,3,1,0,1,2,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,2,0,0,0,1,0,1,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,2,0,1,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,1,2,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,0,1,0,0,"certainly"
1,2,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,2,1,0,1,0,0,1,0,2,1,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,1,0,2,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,1,0,0,1,2,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,5,0,0,1,1,0,0,0,1,0,0,2,0,0,1,2,1,3,0,0,0,2,1,3,1,0,3,0,0,0,0,1,0,0,2,1,1,0,3,0,0,0,3,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,2,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,"chance"
0,0,1,1,1,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,2,0,3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,1,1,0,0,2,0,0,1,0,1,0,0,0,1,1,25,0,2,0,0,0,0,1,2,1,0,3,1,2,2,2,1,0,0,0,1,0,2,0,0,0,1,1,2,1,1,8,6,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,4,1,0,1,1,1,0,3,1,2,2,0,0,3,0,3,1,0,0,0,2,0,9,1,0,0,0,1,0,0,0,2,1,0,0,0,0,2,1,0,0,0,3,0,0,0,0,2,1,0,1,5,0,0,0,0,71,0,0,0,1,1,0,4,0,0,1,0,2,0,0,2,0,0,0,9,1,3,1,1,0,0,0,1,0,0,0,0,1,4,1,3,0,1,1,1,0,0,0,3,0,0,0,1,1,0,0,0,1,2,2,0,1,2,0,0,0,0,0,0,1,0,3,1,2,0,1,2,1,0,1,0,4,2,4,1,0,0,1,1,1,2,1,1,9,1,1,0,0,0,0,0,0,3,"change"
0,0,0,0,0,1,0,0,0,2,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,10,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,1,0,0,1,0,1,1,0,0,1,6,11,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"changed"
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,"changing"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,2,1,0,1,1,1,0,0,0,2,5,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,"charge"
