"speaker","word","word.total","speaker.total","speaker.word","E1","E2","LL"
"Chef","drugs",91,5489,8,1.34658352608792,89.6534164739121,15.7095577618136
"Chef","goin",249,5489,13,3.68460767028452,245.315392329715,14.5079322848084
"Chef","lay",35,5489,5,0.517916740803045,34.482083259197,14.3192380416546
"Chef","served",36,5489,5,0.532714361968847,35.4672856380312,14.045418951761
"Chef","song",190,5489,11,2.81154802150225,187.188451978498,13.9981565657819
"Chef","aint",161,5489,10,2.38241700769401,158.617582992306,13.8260597634058
"Chef","black",293,5489,14,4.33570300157978,288.66429699842,13.8194927885552
"Chef","ooh",59,5489,6,0.873059648782276,58.1269403512177,13.342373210339
"Chef","cafeteria",39,5489,5,0.57710722546625,38.4228927745338,13.2757323073215
"Chef","alien",84,5489,7,1.24300017792731,82.7569998220727,13.0934611689641
"Chef","got get",40,5489,5,0.591904846632052,39.4080951533679,13.0348494030166
"Chef","sing",115,5489,8,1.70172643406715,113.298273565933,12.5250216170497
"Chef","sexual",91,5489,7,1.34658352608792,89.6534164739121,12.1341552031472
"Chef","uh dont",46,5489,5,0.680690573626859,45.3193094263731,11.7276407986551
"Chef","cartman",1248,5489,6,18.46743121492,1229.53256878508,-11.5698659061339
"Chef","jesus",755,5489,2,11.17220398018,743.82779601982,-11.5759222378062
"Chef","dad",770,5489,2,11.394168297667,758.605831702333,-11.9443737315796
"Chef","best",440,5489,0,6.51095331295257,433.489046687047,-13.1169976233253
"Chef","stupid",667,5489,1,9.87001331758946,657.129986682411,-13.2802175555899
"Chef","fuck",456,5489,0,6.74771525160539,449.252284748395,-13.5940528211116
"Chef","please",899,5489,2,13.3030614280554,885.696938571945,-15.1703721633256
"Chef","mom",807,5489,1,11.9416802808016,795.058319719198,-17.0731854674955
"Chef","butters",1226,5489,0,18.1418835492724,1207.85811645073,-36.5524801972591
"Chef","guys",2023,5489,3,29.935587618416,1993.06441238158,-40.4309574092516
"Chef","dude",2050,5489,0,30.3351233898927,2019.66487661011,-61.1210879629121
"Mrs..Garrison","penis",182,2314,24,1.1353595479568,180.864640452043,103.744388759359
"Mrs..Garrison","monkey",53,2314,16,0.33062668154786,52.6693733184521,98.008731138738
"Mrs..Garrison","woman",200,2314,20,1.24764785489758,198.752352145102,75.3019030229862
"Mrs..Garrison","class",200,2314,14,1.24764785489758,198.752352145102,43.0299193039735
"Mrs..Garrison","period",59,2314,7,0.368056117194787,58.6319438828052,28.7522816466076
"Mrs..Garrison","slave",48,2314,6,0.29943548517542,47.7005645148246,25.2804055518609
"Mrs..Garrison","study",51,2314,6,0.318150202998884,50.6818497970011,24.5424108750107
"Mrs..Garrison","married",52,2314,6,0.324388442273372,51.6756115577266,24.307178634874
"Mrs..Garrison","baby",257,2314,11,1.6032274935434,255.396772506457,23.9257916999426
"Mrs..Garrison","sex",264,2314,11,1.64689516846481,262.353104831535,23.4093473897115
"Mrs..Garrison","students",168,2314,9,1.04802419811397,166.951975801886,23.1866866184356
"Mrs..Garrison","fag",67,2314,6,0.417962031390691,66.5820379686093,21.2870506728388
"Mrs..Garrison","eric",879,2314,18,5.48341232227488,873.516587677725,17.9382271108993
"Mrs..Garrison","okay",2149,2314,31,13.4059762008745,2135.59402379913,16.9310698395305
"Mrs..Garrison","date",32,2314,4,0.199623656783613,31.8003763432164,16.8536037012406
"Mrs..Garrison","two",671,2314,15,4.18585855318139,666.814141446819,16.838203680108
"Mrs..Garrison","freak",33,2314,4,0.205861896058101,32.7941381039419,16.603423549822
"Mrs..Garrison","vagina",68,2314,5,0.424200270665179,67.5757997293348,15.8353598627013
"Mrs..Garrison","religion",37,2314,4,0.230814853156053,36.7691851468439,15.6814002156396
"Mrs..Garrison","principal victoria",39,2314,4,0.243291331705029,38.756708668295,15.2614137142362
"Mrs..Garrison","victoria",40,2314,4,0.249529570979517,39.7504704290205,15.0603806045972
"Mrs..Garrison","fags",45,2314,4,0.280720767351956,44.719279232648,14.1332365392095
"Mrs..Garrison","men",179,2314,7,1.11664483013334,177.883355169867,14.1282016417601
"Mrs..Garrison","lets take",46,2314,4,0.286959006626444,45.7130409933736,13.9617061643739
"Mrs..Garrison","care",405,2314,10,2.52648690616761,402.473513093832,12.7077227839375
"Mrs..Garrison","well know",56,2314,4,0.349341399371324,55.6506586006287,12.4475796435251
"Mrs..Garrison","doctor",159,2314,6,0.991880044643579,158.008119955356,11.7431491061325
"Mrs..Garrison","hello mr",31,2314,3,0.193385417509126,30.8066145824909,11.1006990374584
"Mrs..Garrison","womans",31,2314,3,0.193385417509126,30.8066145824909,11.1006990374584
"Mrs..Garrison","can believe",32,2314,3,0.199623656783613,31.8003763432164,10.9130290625416
"Mrs..Garrison","alright",957,2314,0,5.96999498568494,951.030005014315,-11.9751884236286
"Mrs..Garrison","dude",2050,2314,1,12.7883905127002,2037.2116094873,-18.5477881953744
"Cartman","kyle",1757,61088,843,289.351902474268,1467.64809752573,937.164163408779
"Cartman","guys",2023,61088,870,333.158166593878,1689.84183340612,788.674694470047
"Cartman","butters",1226,61088,479,201.904059438505,1024.0959405615,356.266371333422
"Cartman","mom",807,61088,320,132.900959189945,674.099040810054,245.718774252348
"Cartman","kenny",963,61088,350,158.591850929266,804.408149070734,220.963948313754
"Cartman","clyde",224,61088,119,36.8894855744087,187.110514425591,157.419662038643
"Cartman","jew",176,61088,102,28.9845958084639,147.015404191536,155.076596683683
"Cartman","seriously",138,61088,82,22.726558077091,115.273441922909,129.583346195448
"Cartman","token",232,61088,112,38.2069672020661,193.793032797934,125.875979267889
"Cartman","sweet",251,61088,113,41.3359860677526,209.664013932247,111.840160381792
"Cartman","balls",287,61088,122,47.2646533922111,239.735346607789,108.090289543047
"Cartman","scott",139,61088,72,22.8912432805482,116.108756719452,91.3334321208973
"Cartman","bitch",388,61088,142,63.8978589413864,324.102141058614,91.1279289642234
"Cartman","jews",103,61088,58,16.9625759560897,86.0374240439103,84.2834981098955
"Cartman","poor",213,61088,91,35.0779483363797,177.92205166362,81.4310249071345
"Cartman","cool",554,61088,176,91.2356027152786,462.764397284721,78.3208112529259
"Cartman","goddamnit",173,61088,75,28.4905401980924,144.509459801908,69.0654121058676
"Cartman","craig",184,61088,78,30.3020774361214,153.697922563879,68.7282299519176
"Cartman","fuck",456,61088,146,75.0964527764748,380.903547223525,66.4275118411417
"Cartman","awesome",233,61088,90,38.3716524055233,194.628347594477,65.2896271600409
"Cartman","nuts",66,61088,39,10.869223428174,55.130776571826,61.1058107199943
"Cartman","heh",197,61088,78,32.4429850810648,164.557014918935,59.7032352446469
"Cartman","guys guys",92,61088,47,15.1510387180607,76.8489612819393,58.2492281712322
"Cartman","assholes",63,61088,37,10.3751678178024,52.6248321821976,57.4264363051481
"Cartman","screw",154,61088,65,25.361521332406,128.638478667594,56.7802493837053
"Cartman","asshole",239,61088,87,39.3597636262664,199.640236373734,55.1290770765622
"Cartman","im gonna",566,61088,161,93.2118251567647,472.788174843235,50.6266724863684
"Cartman","ginger",71,61088,37,11.6926494454599,59.3073505545401,47.4115109606913
"Cartman","kyles",109,61088,48,17.9506871768328,91.0493128231672,45.5586287755109
"Cartman","kick",198,61088,72,32.6076702845219,165.392329715478,45.511372482627
"Cartman","weak",74,61088,37,12.1867050558314,61.8132949441686,44.2055093081002
"Cartman","totally",257,61088,86,42.3240972884957,214.675902711504,44.1530602762128
"Cartman","gonna",2566,61088,551,422.582232071128,2143.41776792887,43.4332623093297
"Cartman","guys im",52,61088,29,8.56363057977344,43.4363694202266,41.4998201540624
"Cartman","hate",263,61088,85,43.3122085092387,219.687791490761,39.7059469709164
"Cartman","chick",34,61088,22,5.59929691754417,28.4007030824558,39.5334881773328
"Cartman","ass",535,61088,144,88.1065838495921,446.893416150408,36.9995941888745
"Cartman","sea",82,61088,37,13.5041866834889,68.4958133165111,36.7760310679309
"Cartman","son bitch",104,61088,43,17.1272611595469,86.8727388404531,36.0298781305904
"Cartman","butters butters",97,61088,41,15.9744647353466,81.0255352646534,35.917388601547
"Cartman","aw man",45,61088,25,7.41083415557317,37.5891658444268,35.557297299264
"Cartman","bucks",77,61088,35,12.680760666203,64.319239333797,35.2684575980932
"Cartman","heheh",47,61088,25,7.74020456248753,39.2597954375125,33.1394103167773
"Cartman","suck balls",47,61088,25,7.74020456248753,39.2597954375125,33.1394103167773
"Cartman","chicken",137,61088,50,22.5618728736339,114.438127126366,31.8782004909602
"Cartman","fine",434,61088,118,71.4733783004168,362.526621699583,31.5120592130136
"Cartman","stupid",667,61088,166,109.84503070594,557.15496929406,30.6387234325392
"Cartman","suck",191,61088,62,31.4548738603217,159.545126139678,29.3152595407401
"Cartman","god",1598,61088,346,263.166955124576,1334.83304487542,28.9497585341926
"Cartman","funny",261,61088,78,42.9828381023244,218.017161897676,28.8795601107442
"Cartman","goddammit",80,61088,33,13.1748162765745,66.8251837234255,27.5195806857372
"Cartman","think im",88,61088,35,14.492297904232,73.507702095768,27.0487338293987
"Cartman","goddamned",108,61088,40,17.7860019733756,90.2139980266244,26.3933587628983
"Cartman","fucking",249,61088,73,41.0066156608382,207.993384339162,25.4101584727337
"Cartman","right guys",42,61088,21,6.91677854520162,35.0832214547984,25.0896133910839
"Cartman","picture",139,61088,47,22.8912432805482,116.108756719452,24.7990296287259
"Cartman","pants",127,61088,44,20.9150208390621,106.084979160938,24.7111628887182
"Cartman","ill",1040,61088,233,171.272611595469,868.727388404531,24.4653864649762
"Cartman","god damn",70,61088,29,11.5279642420027,58.4720357579973,24.3980869765466
"Cartman","kyle dont",37,61088,19,6.09335252791572,30.9066474720843,23.7535578342649
"Cartman","crap",376,61088,99,61.9216364999003,314.0783635001,23.3152803193233
"Cartman","jimmy",236,61088,68,38.8657080158948,197.134291984105,22.344248437169
"Cartman","lame",74,61088,29,12.1867050558314,61.8132949441686,21.7120746654628
"Cartman","album",56,61088,24,9.22237139360216,46.7776286063978,21.6094114561213
"Cartman","kyle oh",31,61088,16,5.10524130717263,25.8947586928274,20.1745606928512
"Cartman","mature",31,61088,16,5.10524130717263,25.8947586928274,20.1745606928512
"Cartman","guys dont",44,61088,20,7.24614895211599,36.753851047884,20.1534043417675
"Cartman","dude",2050,61088,415,337.604667087222,1712.39533291278,20.0757395465473
"Cartman","thats cool",51,61088,22,8.39894537631626,42.6010546236837,20.0633730509059
"Cartman","chinese",110,61088,37,18.11537238029,91.88462761971,19.2567723798056
"Cartman","lets see",158,61088,48,26.0202621462347,131.979737853765,18.7062747965619
"Cartman","thats fine",39,61088,18,6.42272293483008,32.5772770651699,18.6571769174783
"Cartman","presents",53,61088,22,8.72831578323062,44.2716842167694,18.5824797844495
"Cartman","stan kyle",53,61088,22,8.72831578323062,44.2716842167694,18.5824797844495
"Cartman","mouth",185,61088,54,30.4667626395786,154.533237360421,18.5280401425054
"Cartman","okay okay",146,61088,45,24.0440397047485,121.955960295252,18.3248065228922
"Cartman","kenny kenny",50,61088,21,8.23426017285908,41.7657398271409,18.1639225121989
"Cartman","cover",54,61088,22,8.8930009866878,45.1069990133122,17.8829299397981
"Cartman","guys know",40,61088,18,6.58740813828726,33.4125918617127,17.8004477965198
"Cartman","damnit",126,61088,40,20.7503356356049,105.249664364395,17.7634287615238
"Cartman","kick ass",89,61088,31,14.6569831076892,74.3430168923108,17.6457384776656
"Cartman","pissed",106,61088,35,17.4566315664612,88.5433684335388,17.3386033690603
"Cartman","xbox",59,61088,23,9.71642700397371,49.2835729960263,17.0239323195361
"Cartman","lines",41,61088,18,6.75209334174444,34.2479066582556,16.9846538875183
"Cartman","oh man",102,61088,33,16.7978907526325,85.2021092473675,15.4598628238044
"Cartman","swear",62,61088,23,10.2104826143453,51.7895173856547,15.2328115240778
"Cartman","wendy",315,61088,79,51.8758390890122,263.124160910988,15.1030950748529
"Cartman","ten",187,61088,52,30.7961330464929,156.203866953507,15.0913289669358
"Cartman","fuckin",169,61088,48,27.8317993842637,141.168200615736,15.014996862445
"Cartman","call",509,61088,117,83.8247685597054,425.175231440295,14.3344145172159
"Cartman","rest",168,61088,47,27.6671141808065,140.332885819194,13.9400039701453
"Cartman","dont call",38,61088,16,6.2580377313729,31.7419622686271,13.9088338730576
"Cartman","hear",341,61088,83,56.1576543788989,284.842345621101,13.7807293876826
"Cartman","guys just",46,61088,18,7.57551935903035,38.4244806409696,13.4327397506547
"Cartman","ugh",134,61088,39,22.0678172632623,111.932182736738,13.2533296935144
"Cartman","jealous",39,61088,16,6.42272293483008,32.5772770651699,13.1943328457874
"Cartman","sucks",130,61088,38,21.4090764494336,108.590923550566,13.0995487655437
"Cartman","bathroom",108,61088,33,17.7860019733756,90.2139980266244,13.0898505509603
"Cartman","birthday",79,61088,26,13.0101310731173,65.9898689268827,12.7669574271089
"Cartman","kyle kyle",72,61088,24,11.8573346489171,60.1426653510829,12.195370894711
"Cartman","check",236,61088,60,38.8657080158948,197.134291984105,12.1906513839686
"Cartman","thats",2844,61088,537,468.364718632224,2375.63528136778,11.6021270945809
"Cartman","gonna believe",27,61088,12,4.4465004933439,22.5534995066561,11.5917412083698
"Cartman","rides",27,61088,12,4.4465004933439,22.5534995066561,11.5917412083698
"Cartman","hey guys",144,61088,40,23.7146692978341,120.285330702166,11.563889541124
"Cartman","cream",66,61088,22,10.869223428174,55.130776571826,11.1790899868185
"Cartman","stans",79,61088,25,13.0101310731173,65.9898689268827,11.001517162089
"Cartman","bastard",73,61088,3,12.0220198523743,60.9779801476258,-10.988773388759
"Cartman","cartmans",141,61088,10,23.2206136874626,117.779386312537,-11.0235164685585
"Cartman","different",159,61088,12,26.1849473496919,132.815052650308,-11.106978705819
"Cartman","award",49,61088,1,8.0695749694019,40.9304250305981,-11.1192226424773
"Cartman","aaaah",85,61088,4,13.9982422938604,71.0017577061396,-11.3215132037176
"Cartman","return",85,61088,4,13.9982422938604,71.0017577061396,-11.3215132037176
"Cartman","mysterion",63,61088,2,10.3751678178024,52.6248321821976,-11.4325906132076
"Cartman","bob",50,61088,1,8.23426017285908,41.7657398271409,-11.4382967288499
"Cartman","well sure",50,61088,1,8.23426017285908,41.7657398271409,-11.4382967288499
"Cartman","corporate",32,61088,0,5.26992651062981,26.7300734893702,-11.5144094218219
"Cartman","joining",32,61088,0,5.26992651062981,26.7300734893702,-11.5144094218219
"Cartman","garrison",309,61088,30,50.8877278682691,258.112272131731,-11.7164929636494
"Cartman","promised",33,61088,0,5.43461171408699,27.565388285913,-11.8742965141521
"Cartman","mayor",136,61088,9,22.3971876701767,113.602812329823,-11.9048264919084
"Cartman","americans",98,61088,5,16.1391499388038,81.8608500611962,-12.0115258229256
"Cartman","shelly",98,61088,5,16.1391499388038,81.8608500611962,-12.0115258229256
"Cartman","animals",65,61088,2,10.7045382247168,54.2954617752832,-12.0253716416208
"Cartman","stan marsh",65,61088,2,10.7045382247168,54.2954617752832,-12.0253716416208
"Cartman","wuh",65,61088,2,10.7045382247168,54.2954617752832,-12.0253716416208
"Cartman","drink",137,61088,9,22.5618728736339,114.438127126366,-12.12830258481
"Cartman","seems",164,61088,12,27.0083733669778,136.991626633022,-12.1342907431444
"Cartman","problem",314,61088,30,51.711153885555,262.288846114445,-12.5032661886253
"Cartman","group",100,61088,5,16.4685203457182,83.5314796542819,-12.5240046156603
"Cartman","little boy",157,61088,11,25.8555769427775,131.144423057222,-12.5318893479685
"Cartman","beautiful",111,61088,6,18.2800575837471,92.7199424162528,-12.7505071943234
"Cartman","dear",121,61088,7,19.926909618319,101.073090381681,-12.7945791985012
"Cartman","sexual",91,61088,4,14.9863535146035,76.0136464853965,-12.9224056899384
"Cartman","self",36,61088,0,5.92866732445853,30.0713326755415,-12.9539588518623
"Cartman","weve just",36,61088,0,5.92866732445853,30.0713326755415,-12.9539588518623
"Cartman","terrance phillip",150,61088,10,24.7027805185772,125.297219481423,-12.9804361981855
"Cartman","entire",141,61088,9,23.2206136874626,117.779386312537,-13.0323201611001
"Cartman","britney",55,61088,1,9.05768619014498,45.942313809855,-13.0453009435023
"Cartman","must",626,61088,71,103.092937364196,522.907062635804,-13.1574029762154
"Cartman","yeah",3674,61088,525,605.053437501685,3068.94656249831,-13.1627004939679
"Cartman","news",287,61088,26,47.2646533922111,239.735346607789,-13.2834313624659
"Cartman","job",213,61088,17,35.0779483363797,177.92205166362,-13.30527636644
"Cartman","ladder",37,61088,0,6.09335252791572,30.9066474720843,-13.3138466187293
"Cartman","sir",525,61088,57,86.4597318150203,438.54026818498,-13.3600545409181
"Cartman","welcome",248,61088,21,40.841930457381,207.158069542619,-13.5885775935741
"Cartman","dont know",688,61088,79,113.303419978541,574.696580021459,-13.6366356421652
"Cartman","caused",38,61088,0,6.2580377313729,31.7419622686271,-13.6737345317418
"Cartman","natural",38,61088,0,6.2580377313729,31.7419622686271,-13.6737345317418
"Cartman","oh dear",57,61088,1,9.38705659705935,47.6129434029407,-13.6930056126542
"Cartman","smith",59,61088,1,9.71642700397371,49.2835729960263,-14.3432181192897
"Cartman","beer",40,61088,0,6.58740813828726,33.4125918617127,-14.3935107664066
"Cartman","native",74,61088,2,12.1867050558314,61.8132949441686,-14.7380677667722
"Cartman","woo",41,61088,0,6.75209334174444,34.2479066582556,-14.753399074546
"Cartman","made",574,61088,62,94.5293067844222,479.470693215578,-14.9170912663315
"Cartman","protest",42,61088,0,6.91677854520162,35.0832214547984,-15.1132875016975
"Cartman","timmy",215,61088,16,35.407318743294,179.592681256706,-15.4215868691011
"Cartman","nothing can",43,61088,0,7.08146374865881,35.9185362513412,-15.4731760422599
"Cartman","can help",132,61088,7,21.738446856348,110.261553143652,-15.5001974750216
"Cartman","understand",474,61088,48,78.060786438704,395.939213561296,-15.6646727584741
"Cartman","ladies",102,61088,4,16.7978907526325,85.2021092473675,-15.948820852829
"Cartman","mr marsh",64,61088,1,10.5398530212596,53.4601469787404,-15.9786543653844
"Cartman","kid",579,61088,61,95.3527328017081,483.647267198292,-16.591172345166
"Cartman","evil",158,61088,9,26.0202621462347,131.979737853765,-17.0370556134188
"Cartman","hello",763,61088,85,125.65481023783,637.345189762171,-17.3986140304684
"Cartman","alien",84,61088,2,13.8335570904032,70.1664429095968,-17.8234472349568
"Cartman","chef",418,61088,39,68.8384150451019,349.161584954898,-17.83743459001
"Cartman","women",110,61088,4,18.11537238029,91.88462761971,-18.2122023941098
"Cartman","town",476,61088,46,78.3901568456184,397.609843154382,-18.3087794226379
"Cartman","daddy",86,61088,2,14.1629274973176,71.8370725026824,-18.4479866326931
"Cartman","appears",87,61088,2,14.3276127007748,72.6723872992252,-18.7610935867379
"Cartman","name",384,61088,34,63.2391181275577,320.760881872442,-18.8678047499097
"Cartman","killed",241,61088,17,39.6891340331807,201.310865966819,-19.0171127353868
"Cartman","new",828,61088,92,136.359348462546,691.640651537454,-19.0998641030875
"Cartman","jimbo",74,61088,1,12.1867050558314,61.8132949441686,-19.285090590156
"Cartman","sure",1076,61088,126,177.201278919927,898.798721080073,-19.3323518464213
"Cartman","child",261,61088,19,42.9828381023244,218.017161897676,-19.4903941753248
"Cartman","ladies gentlemen",75,61088,1,12.3513902592886,62.6486097407114,-19.6179559871404
"Cartman","cows",104,61088,3,17.1272611595469,86.8727388404531,-19.9842459365607
"Cartman","lorde",91,61088,2,14.9863535146035,76.0136464853965,-20.0188092421833
"Cartman","colorado",139,61088,6,22.8912432805482,116.108756719452,-20.0606639557682
"Cartman","coffee",77,61088,1,12.680760666203,64.319239333797,-20.2847584747486
"Cartman","woohoo",105,61088,3,17.2919463630041,87.7080536369959,-20.2858821796051
"Cartman","well uh",58,61088,0,9.55174180051653,48.4482581994835,-20.871514893609
"Cartman","mom dad",95,61088,2,15.6450943284322,79.3549056715677,-21.2844349249795
"Cartman","bastards",98,61088,2,16.1391499388038,81.8608500611962,-22.2384452849546
"Cartman","canadian",98,61088,2,16.1391499388038,81.8608500611962,-22.2384452849546
"Cartman","park",666,61088,67,109.680345502483,556.319654497517,-22.5088301475855
"Cartman","chaos",63,61088,0,10.3751678178024,52.6248321821976,-22.6709645885752
"Cartman","muhammad",85,61088,1,13.9982422938604,71.0017577061396,-22.9649802923114
"Cartman","son",641,61088,63,105.563215416053,535.436784583947,-23.3855556435237
"Cartman","sorry",848,61088,90,139.65305253169,708.34694746831,-23.6247832951421
"Cartman","honey",121,61088,3,19.926909618319,101.073090381681,-25.1816530887692
"Cartman","great",749,61088,75,123.349217389429,625.650782610571,-25.7123802608995
"Cartman","wife",126,61088,3,20.7503356356049,105.249664364395,-26.7351708524353
"Cartman","flag",76,61088,0,12.5160754627458,63.4839245372542,-27.3495392754567
"Cartman","gerald",77,61088,0,12.680760666203,64.319239333797,-27.7094299077023
"Cartman","phillip",263,61088,15,43.3122085092387,219.687791490761,-28.3142529334086
"Cartman","sex",264,61088,15,43.4768937126959,220.523106287304,-28.5569249859129
"Cartman","mr hat",132,61088,3,21.738446856348,110.261553143652,-28.6121122250737
"Cartman","shitty",81,61088,0,13.3395014800317,67.6604985199683,-29.1489927656032
"Cartman","sweetie",107,61088,1,17.6213167699184,89.3786832300816,-30.41984049346
"Cartman","woman",200,61088,8,32.9370406914363,167.062959308564,-30.7813560285414
"Cartman","little",1717,61088,200,282.764494335981,1434.23550566402,-31.6969149050744
"Cartman","young man",98,61088,0,16.1391499388038,81.8608500611962,-35.2671398551902
"Cartman","boy",738,61088,66,121.5376801514,616.4623198486,-35.3397843029152
"Cartman","ike",271,61088,13,44.6296901368962,226.370309863104,-35.4165924506078
"Cartman","well",4141,61088,544,681.961427516189,3459.03857248381,-35.439673736883
"Cartman","chris",101,61088,0,16.6332055491753,84.3667944508247,-36.3468135645682
"Cartman","satan",103,61088,0,16.9625759560897,86.0374240439103,-37.0665961361977
"Cartman","canada",186,61088,5,30.6314478430358,155.368552156964,-37.1504143190148
"Cartman","tom",248,61088,10,40.841930457381,207.158069542619,-37.9208668391112
"Cartman","marsh",221,61088,7,36.3954299640371,184.604570035963,-40.1617900236604
"Cartman","terrance",257,61088,10,42.3240972884957,214.675902711504,-40.432454147355
"Cartman","hat",249,61088,9,41.0066156608382,207.993384339162,-41.4065130891552
"Cartman","south",572,61088,40,94.1999363775078,477.800063622492,-45.804788889908
"Cartman","young",303,61088,12,49.899616647526,253.100383352474,-47.0080233733444
"Cartman","south park",527,61088,29,86.7891022219347,440.210897778065,-59.2740236721368
"Cartman","dad",770,61088,47,126.80760666203,643.19239333797,-75.8346658817453
"Cartman","randy",306,61088,4,50.3936722578975,255.606327742102,-80.471707361974
"Cartman","stanley",241,61088,0,39.6891340331807,201.310865966819,-86.7316941619467
"Cartman","kids",909,61088,49,149.698849942578,759.301150057422,-104.751419184365
"Cartman","eric",879,61088,37,144.758293838863,734.241706161137,-129.662974982987
"Cartman","children",780,61088,19,128.454458696602,651.545541303398,-163.722238314457
"Cartman","cartman",1248,61088,51,205.527133914563,1042.47286608544,-188.742587260176
"Cartman","boys",934,61088,21,153.815980029008,780.184019970992,-203.426426319826
"Jimbo","shoot",126,3156,13,1.07202820956602,124.927971790434,42.2013284229578
"Jimbo","cows",104,3156,12,0.884848680911635,103.115151319088,41.5872587636444
"Jimbo","cow",67,3156,9,0.570046746356534,66.4299532536435,33.9249212759175
"Jimbo","well",4141,3156,74,35.2322921889912,4105.76770781101,32.6628984117931
"Jimbo","mayor",136,3156,11,1.15710981349983,134.8428901865,30.5941914134335
"Jimbo","roll",60,3156,8,0.510489623602866,59.4895103763971,30.035370795163
"Jimbo","side",193,3156,12,1.64207495592255,191.357925044077,27.5899119395089
"Jimbo","south",572,3156,20,4.86666774501399,567.133332254986,26.6737048777071
"Jimbo","history",106,3156,9,0.901865001698397,105.098134998302,25.8536607186072
"Jimbo","war",181,3156,11,1.53997703120198,179.460022968798,24.8424398136016
"Jimbo","randy",306,3156,14,2.60349708037462,303.396502919625,24.7421940541924
"Jimbo","beer",40,3156,6,0.340326415735244,39.6596735842648,23.9650575082974
"Jimbo","holy",122,3156,9,1.03799556799249,120.962004432008,23.4907569198243
"Jimbo","kill",478,3156,17,4.06690066803617,473.933099331964,23.1212787084106
"Jimbo","film",67,3156,7,0.570046746356534,66.4299532536435,22.8948393405158
"Jimbo","general",68,3156,7,0.578554906749915,67.4214450932501,22.6929555202617
"Jimbo","park",666,3156,19,5.66643482199182,660.333565178008,19.5793297247335
"Jimbo","animals",65,3156,6,0.553030425569772,64.4469695744302,18.1891995283316
"Jimbo","everybody",310,3156,12,2.63752972194814,307.362470278052,17.9247204280483
"Jimbo","hell",1055,3156,24,8.97610921501706,1046.02389078498,17.3764360797946
"Jimbo","flag",76,3156,6,0.646620189896964,75.353379810103,16.415972748243
"Jimbo","law",76,3156,6,0.646620189896964,75.353379810103,16.415972748243
"Jimbo","quick",152,3156,8,1.29324037979393,150.706759620206,16.0461227689511
"Jimbo","ill bet",27,3156,4,0.22972033062129,26.7702796693787,15.8747841202557
"Jimbo","south park",527,3156,15,4.48380052731184,522.516199472688,15.4080606848932
"Jimbo","hells",30,3156,4,0.255244811801433,29.7447551881986,15.0176853975815
"Jimbo","damn",309,3156,11,2.62902156155476,306.370978438445,14.9771130894819
"Jimbo","received",31,3156,4,0.263752972194814,30.7362470278052,14.7535815291635
"Jimbo","lets",1394,3156,27,11.8603755883733,1382.13962441163,14.3094212610061
"Jimbo","voice",60,3156,5,0.510489623602866,59.4895103763971,14.1868790856426
"Jimbo","unless",65,3156,5,0.553030425569772,64.4469695744302,13.4380241710173
"Jimbo","rich",101,3156,6,0.859324199731492,100.140675800269,13.3075996573996
"Jimbo","bet",142,3156,7,1.20815877586012,140.79184122414,13.2532929029996
"Jimbo","middle",75,3156,5,0.638112029503583,74.3618879704964,12.1240298754123
"Jimbo","box",80,3156,5,0.680652831470488,79.3193471685295,11.5423141156493
"Jimbo","gun",85,3156,5,0.723193633437394,84.2768063665626,11.0023521915663
"Jimbo","two",671,3156,0,5.70897562395872,665.291024376041,-11.464610932901
"Jimbo","dad",770,3156,0,6.55128350290345,763.448716497097,-13.1564065673148
"Jimbo","mom",807,3156,0,6.86608543745855,800.133914562541,-13.7886947248412
"Jimbo","cartman",1248,3156,1,10.6181841709396,1237.38181582906,-14.5858016081707
"Jimbo","guys",2023,3156,4,17.21200847581,2005.78799152419,-14.836349657123
"Jimbo","kyle",1757,3156,2,14.9488378111706,1742.05116218883,-17.9477425010907
"Jimbo","butters",1226,3156,0,10.4310046422852,1215.56899535771,-20.9489535466559
"Jimbo","dude",2050,3156,0,17.4417288064313,2032.55827119357,-35.0302879296644
"Gerald","kyle",1757,3269,83,15.484078201748,1741.51592179825,146.338844518806
"Gerald","change",321,3269,24,2.82890671756466,318.171093282435,61.7307142681768
"Gerald","sexual",91,3269,9,0.801964209652287,90.1980357903477,27.8951876059469
"Gerald","ike",271,3269,14,2.38826704193154,268.611732958068,26.8035883931267
"Gerald","hybrid",37,3269,6,0.326073359968512,36.6739266400315,24.5278194955341
"Gerald","randy",306,3269,14,2.69671481487472,303.303285185125,23.9366497127932
"Gerald","cats",40,3269,6,0.3525117405065,39.6474882594935,23.5638088329853
"Gerald","boys",934,3269,23,8.23114914082677,925.768850859173,17.967324509453
"Gerald","schools",40,3269,5,0.3525117405065,39.6474882594935,17.7935250586469
"Gerald","son",641,3269,17,5.64900064161666,635.350999358383,14.9609931158654
"Gerald","apple",36,3269,4,0.31726056645585,35.6827394335441,13.303014313396
"Gerald","mother",187,3269,8,1.64799238686789,185.352007613132,12.7943377269291
"Gerald","internet",167,3269,7,1.47173651661464,165.528263483385,10.9627347549528
"Gerald","butters",1226,3269,1,10.8044848465242,1215.19551515348,-14.927940081267
"Gerald","cartman",1248,3269,1,10.9983663038028,1237.0016336962,-15.2818364872192
"Gerald","kenny",963,3269,0,8.48672015269398,954.513279847306,-17.0464045900321
