"Stan","Kyle","Chef","Mrs..Garrison","Cartman","Jimbo","Gerald","Mr..Mackey","Randy","Kenny","Butters","Stephen","Craig","Sheila","Announcer","Sharon","Wendy","Principal.Victoria","Jesus","Liane","Jimmy","Narrator","Reporter","Satan","Mr..Garrison","Michael","Mayor","All.others","word"
2,5,2,0,5,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,11,"ever heard"
4,1,1,0,9,4,0,0,1,0,4,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,1,31,"ever seen"
0,5,0,2,6,0,1,0,4,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,16,"ever since"
31,35,11,1,55,3,2,6,12,1,14,2,2,7,4,8,3,1,3,5,4,2,2,2,7,3,2,220,"every"
6,5,0,0,6,0,1,1,0,0,3,0,1,4,0,1,1,0,0,2,2,0,0,0,1,0,0,40,"every day"
2,2,0,0,6,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,"every night"
7,8,3,0,6,0,0,0,1,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,23,"every time"
31,27,12,5,56,12,4,4,19,0,6,1,0,1,0,2,3,0,2,2,4,0,0,2,8,0,4,105,"everybody"
2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,6,"everybody im"
0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"everybody lets"
55,60,3,4,149,10,10,8,31,0,23,4,6,1,1,4,7,3,4,4,13,4,8,9,7,1,6,364,"everyone"
7,2,1,1,8,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,"everyone else"
2,2,0,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,11,"everyone just"
7,9,0,0,20,0,0,0,1,0,3,1,0,0,1,1,0,0,0,0,1,0,1,0,1,2,0,26,"everyones"
34,28,4,1,73,2,1,5,25,2,23,3,0,1,3,3,4,2,4,7,1,1,1,0,0,4,1,186,"everything"
1,1,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,"everything okay"
4,3,3,0,11,1,1,0,4,0,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,11,"everythings"
9,1,0,0,12,0,1,0,5,0,3,1,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,26,"everywhere"
24,6,2,0,9,3,0,0,2,0,7,1,0,0,1,0,0,1,5,0,1,1,2,1,5,2,0,85,"evil"
1,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,6,"evolution"
7,13,2,0,29,0,0,3,9,0,2,1,1,3,0,1,1,1,1,3,2,3,1,0,3,0,3,47,"exactly"
4,9,1,1,19,1,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,35,"except"
2,1,1,0,3,0,1,0,3,1,2,0,0,1,0,1,1,0,2,0,3,0,1,0,0,0,1,19,"excited"
0,1,0,0,8,0,0,0,2,0,0,0,0,2,3,1,0,1,0,1,1,0,0,0,3,0,1,21,"exciting"
25,20,1,0,43,1,3,3,7,1,5,2,0,2,0,4,4,0,1,2,6,0,1,0,6,0,1,108,"excuse"
2,5,1,0,9,2,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12,"expect"
2,3,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,12,"experience"
0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,"experiment"
7,2,3,1,4,0,4,1,4,0,1,2,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,33,"explain"
0,1,0,0,5,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,13,"express"
2,1,2,0,8,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,"extra"
7,5,4,0,19,0,1,2,1,0,3,0,1,0,3,0,0,0,0,3,0,0,0,0,2,0,0,44,"eye"
13,6,1,3,36,5,0,1,5,0,2,0,1,0,3,1,3,0,5,0,0,2,0,0,2,1,0,57,"eyes"
18,15,3,1,59,0,2,4,9,1,12,1,1,1,0,2,0,1,1,0,4,3,2,1,9,1,0,109,"face"
2,1,0,0,4,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"faces"
5,3,3,1,13,1,1,3,6,0,1,0,0,0,1,0,0,1,2,0,2,2,1,0,2,0,1,34,"fact"
1,1,2,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,4,"fad"
3,2,0,6,10,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,22,"fag"
6,1,0,4,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,"fags"
1,3,0,1,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,5,"fail"
13,11,1,0,16,2,0,0,1,2,2,1,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,30,"fair"
4,14,0,0,12,0,0,0,3,2,1,0,0,2,2,1,0,0,4,0,0,0,2,0,0,0,0,46,"faith"
3,7,0,0,5,1,0,0,1,1,3,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,23,"fake"
6,0,1,0,9,0,1,0,5,0,4,0,1,0,2,0,2,1,0,1,2,2,0,0,1,0,0,25,"fall"
0,1,0,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,"falling"
4,3,0,1,4,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,13,"families"
18,43,1,1,62,2,6,6,27,1,5,5,0,5,5,5,0,0,0,1,0,2,0,0,6,1,1,144,"family"
1,10,0,0,24,1,0,0,4,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,38,"family guy"
6,4,1,0,6,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,26,"famous"
0,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,14,"fans"
7,7,2,0,12,4,1,3,4,0,4,1,0,2,0,2,3,2,1,3,0,2,1,0,3,1,0,61,"far"
0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,"far away"
4,8,0,0,7,0,0,0,7,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,29,"fart"
7,9,0,0,7,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,24,"farts"
14,7,1,1,13,0,1,0,5,0,3,0,0,1,0,1,1,0,1,0,2,1,0,0,2,0,0,37,"fast"
6,3,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,25,"faster"
34,73,5,0,72,1,0,4,2,0,12,0,3,0,0,1,6,2,0,7,3,1,1,0,0,0,0,123,"fat"
8,7,1,0,26,1,1,4,4,0,5,3,0,5,1,8,0,0,12,1,0,0,2,0,10,1,0,136,"father"
2,1,0,0,7,0,1,4,2,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,4,0,0,15,"fathers"
17,9,0,0,15,1,1,0,5,0,1,2,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,42,"fault"
4,1,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,15,"favor"
2,2,3,0,8,0,0,0,2,0,2,0,0,0,4,1,1,0,0,2,6,0,0,0,0,0,1,26,"favorite"
1,1,0,0,6,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22,"fear"
2,0,0,0,8,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,17,"feed"
1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,11,"feeding"
30,48,5,4,65,3,4,15,27,3,30,5,0,3,1,6,6,6,3,3,9,0,3,0,11,0,2,170,"feel"
1,3,2,0,7,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,9,"feel better"
9,11,0,2,9,0,1,3,8,0,3,0,0,1,0,0,1,0,3,1,4,0,1,0,4,0,1,32,"feel like"
10,7,1,0,17,0,0,1,9,1,4,0,0,2,1,2,1,0,0,1,2,0,0,0,1,0,0,28,"feeling"
1,1,0,0,3,0,1,1,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,15,"feelings"
3,7,2,2,14,0,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,22,"feels"
9,4,0,0,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,4,2,0,1,0,0,0,14,"fell"
1,0,0,0,5,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,27,"fellow"
6,8,1,1,8,0,2,0,3,0,4,0,0,1,1,1,1,0,0,0,0,0,0,0,4,0,0,15,"felt"
1,0,1,1,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,14,"female"
0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,1,0,1,24,"festival"
1,2,0,0,5,0,2,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,9,"fetus"
4,4,1,1,7,0,0,1,1,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,14,"field"
3,1,2,0,2,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,15,"fifteen"
15,1,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,5,"fifth"
2,4,1,0,9,1,1,0,0,0,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,22,"fifty"
27,19,4,0,64,3,2,0,10,1,9,0,4,2,5,2,7,3,5,0,4,3,0,2,3,1,0,139,"fight"
9,3,0,0,9,1,0,1,3,1,0,0,1,0,2,0,0,1,1,0,1,2,0,1,1,0,0,34,"fighting"
12,6,2,0,2,0,2,0,5,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,19,"figure"
11,5,0,0,7,0,0,1,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,"figured"
3,1,0,1,5,0,0,1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,13,"fill"
1,4,0,0,6,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,18,"filled"
2,1,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,"filling"
3,3,1,0,6,7,0,0,1,0,3,0,0,0,1,1,2,0,0,1,0,3,1,0,3,0,3,28,"film"
5,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,10,"films"
1,4,0,0,11,0,0,0,1,0,1,0,0,0,5,1,2,0,2,0,0,0,0,0,2,3,0,26,"final"
20,20,4,1,38,2,3,2,14,2,16,2,1,1,1,0,0,1,0,1,3,9,6,0,2,0,1,107,"finally"
68,48,15,8,99,4,9,7,22,4,18,6,5,3,9,7,7,2,6,2,4,1,1,0,8,0,4,262,"find"
7,5,1,0,2,0,1,0,2,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,14,"find way"
40,42,12,6,118,4,4,9,16,5,7,0,1,5,1,6,1,3,0,3,1,0,0,0,1,0,4,145,"fine"
6,3,0,1,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"fine well"
1,4,0,0,8,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"finger"
3,5,0,0,10,1,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,19,"finish"
3,0,0,1,9,0,0,0,2,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,28,"finished"
11,11,5,0,13,5,0,0,8,1,5,0,0,0,1,1,0,3,2,1,0,2,1,0,2,0,0,74,"fire"
47,32,8,9,93,6,3,11,12,1,17,0,4,6,12,6,6,0,3,2,9,11,8,3,16,3,8,256,"first"
2,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,"first thing"
3,2,0,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,5,"first time"
13,8,1,5,10,1,0,0,0,0,1,1,0,2,0,2,0,0,2,0,2,0,0,1,1,0,0,70,"fish"
1,1,0,0,1,3,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,"fishing"
0,1,0,0,16,0,0,2,0,0,2,1,0,0,0,1,0,0,0,0,6,0,1,0,1,0,0,22,"fishsticks"
2,2,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,23,"fit"
21,10,3,2,49,0,0,1,7,1,11,1,2,1,1,0,2,1,0,0,3,2,3,0,7,1,2,141,"five"
2,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,9,"five minutes"
2,1,2,0,3,0,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,18,"fix"
4,2,22,0,0,6,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,4,29,"flag"
1,1,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,"flash"
1,1,2,0,5,1,0,0,1,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,22,"flight"
0,1,0,0,6,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,21,"floor"
7,5,0,0,11,0,0,1,2,1,4,2,0,0,1,0,0,0,0,1,0,1,0,0,1,4,0,34,"fly"
0,0,1,1,2,0,0,0,1,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,12,"flying"
3,0,1,1,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,24,"focus"
0,0,0,0,6,2,0,0,4,0,3,0,0,1,6,0,0,0,2,0,0,0,0,0,1,0,3,71,"folks"
4,4,0,0,11,0,0,1,3,0,6,1,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,47,"follow"
3,4,0,0,6,0,0,1,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,11,"following"
11,11,1,1,34,1,0,0,7,4,6,1,1,0,4,3,1,1,1,1,3,3,0,0,7,0,0,71,"food"
1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,"foot"
9,6,4,0,4,1,0,1,7,1,1,1,2,0,1,1,0,0,0,0,0,0,0,1,1,1,0,28,"football"
2,2,0,0,5,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,23,"force"
1,1,0,0,4,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,19,"forced"
2,2,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,11,0,0,1,0,0,21,"forest"
10,10,0,0,16,1,0,1,3,0,6,0,0,0,1,1,2,0,0,1,1,1,0,2,2,1,2,48,"forever"
7,13,3,0,26,1,0,4,7,0,3,0,0,1,1,3,2,1,0,0,1,0,0,1,7,1,0,76,"forget"
3,3,2,0,4,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"forgive"
7,6,2,0,11,1,1,0,1,1,4,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,7,"forgot"
1,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,14,"forgotten"
3,1,0,0,5,1,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,38,"form"
2,1,0,0,7,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,11,"forward"
2,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,6,"fought"
32,27,0,1,41,2,0,3,13,3,6,2,2,1,0,1,0,1,2,0,1,1,3,0,1,0,1,151,"found"
1,1,0,0,7,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,"founding"
1,1,0,0,6,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,"founding fathers"
22,15,1,1,39,0,1,4,8,0,8,0,2,0,8,0,3,0,1,1,2,11,1,0,4,2,0,111,"four"
2,7,0,0,6,3,0,2,1,0,3,0,0,0,0,0,1,3,0,0,2,3,1,0,2,0,7,33,"fourth"
1,3,0,0,4,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,15,"fourth grade"
4,5,0,4,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,"freak"
5,2,0,0,12,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,12,"freakin"
16,15,3,0,34,1,0,3,5,0,3,2,0,0,1,1,1,0,1,0,5,0,1,1,4,0,1,165,"free"
1,5,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,25,"freeze"
4,7,1,0,10,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,"french"
2,0,0,0,7,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,13,"fresh"
4,5,1,2,13,0,0,2,5,1,2,0,2,3,0,2,0,1,0,2,2,1,3,0,1,0,1,49,"friday"
71,59,4,0,91,2,2,4,16,3,27,2,2,3,1,4,0,0,1,5,6,2,0,2,5,0,0,182,"friend"
58,54,6,0,104,1,6,5,19,3,8,5,0,8,4,4,2,2,6,13,4,11,1,2,0,4,0,217,"friends"
15,5,1,1,26,1,3,1,6,0,6,1,1,0,4,2,4,0,1,1,2,2,5,0,4,0,2,55,"front"
5,6,0,0,6,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,19,"frozen"
28,34,0,1,146,0,0,3,19,43,4,0,2,2,6,0,6,0,1,1,3,1,0,1,3,1,1,150,"fuck"
4,7,1,1,48,0,0,7,9,14,5,0,0,2,0,0,0,0,0,0,1,0,0,2,10,0,1,57,"fuckin"
13,24,0,0,73,0,0,4,5,22,1,0,0,0,4,0,4,0,0,0,0,0,1,1,0,1,0,96,"fucking"
7,0,13,0,13,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,"fudge"
5,11,2,2,23,0,1,2,0,0,5,1,1,1,2,0,3,0,0,0,0,1,1,3,3,1,0,58,"full"
23,32,7,1,39,5,5,2,11,0,18,4,1,7,6,7,2,1,1,1,4,1,0,1,3,3,0,151,"fun"
21,26,2,0,78,1,1,15,10,0,2,1,0,1,7,4,4,1,0,2,7,0,0,0,2,0,0,76,"funny"
26,5,0,1,15,1,4,1,12,0,10,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,87,"future"
43,36,5,0,50,2,3,2,13,0,11,1,3,2,11,8,0,0,0,1,5,0,1,0,1,3,2,117,"game"
12,12,0,0,26,0,0,0,6,0,1,0,0,0,0,3,2,0,0,0,4,0,1,0,0,1,0,32,"games"
2,3,0,0,4,0,0,1,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,18,"garbage"
25,28,9,6,30,2,2,15,6,2,1,2,0,5,1,1,11,20,0,0,1,0,0,0,2,0,11,129,"garrison"
1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"garrison dont"
3,1,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,"garrisons"
4,2,1,0,7,1,2,2,3,0,1,0,0,0,1,1,1,1,0,0,1,2,0,0,2,0,0,23,"gas"
1,0,2,0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,15,"gather"
13,11,1,1,28,1,6,0,10,2,8,1,3,0,2,3,4,0,2,0,3,1,0,0,2,0,0,38,"gave"
35,26,8,5,57,5,1,9,11,3,12,4,4,1,1,1,0,4,0,0,1,0,1,0,22,0,0,181,"gay"
2,2,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,5,"gay people"
4,2,0,0,9,0,0,1,0,0,8,0,0,0,0,1,0,0,0,0,9,0,0,0,1,0,0,22,"gee"
1,1,0,0,5,7,1,0,3,0,16,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,31,"general"
2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,13,"genetic"
2,2,0,0,9,0,0,0,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,4,0,0,23,"genius"
1,3,2,1,24,0,2,0,1,0,0,0,0,0,12,0,0,1,1,1,1,0,0,0,3,0,6,89,"gentlemen"
1,0,0,1,0,2,3,0,18,0,0,6,0,31,1,4,0,0,0,0,0,0,4,0,0,0,0,6,"gerald"
375,370,75,20,719,41,40,48,178,29,135,30,17,30,15,49,19,13,19,26,39,8,2,9,75,15,17,1586,"get"
8,7,1,0,7,0,0,2,2,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,0,0,26,"get away"
17,9,1,0,32,2,4,3,9,1,7,2,0,1,0,3,1,0,1,0,0,0,0,0,3,1,1,67,"get back"
1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,4,"get bottom"
0,0,2,0,1,0,1,0,4,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"get car"
6,5,0,0,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,12,"get get"
2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,9,"get help"
2,2,0,0,3,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"get high"
5,2,0,0,5,1,1,0,2,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,"get home"
2,4,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,13,"get little"
4,1,0,1,8,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,17,"get now"
1,3,1,0,6,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,1,0,0,10,"get ready"
2,6,0,0,8,0,0,1,6,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,26,"get rid"
2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,4,0,0,13,"get started"
0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5,"get together"
4,6,1,0,6,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"get trouble"
6,7,0,0,9,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,15,"get us"
3,2,0,0,6,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,"get way"
1,1,0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,"get work"
10,8,1,2,25,0,3,2,9,0,10,1,0,1,0,1,3,0,0,5,3,0,0,2,3,0,0,73,"gets"
2,0,2,1,10,0,0,3,1,1,14,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,0,39,"gettin"
48,53,7,4,78,2,2,5,23,2,12,1,2,5,2,9,2,2,1,3,7,1,5,3,5,0,1,215,"getting"
4,0,0,0,6,0,0,0,4,0,8,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,21,"ghost"
8,0,0,0,3,1,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,27,"ghosts"
9,15,1,0,8,1,0,3,1,3,2,0,0,0,0,1,0,0,2,0,2,4,1,0,0,0,0,41,"giant"
3,14,0,0,2,0,0,3,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8,"giant douche"
5,2,0,0,37,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,20,"ginger"
4,7,0,0,13,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,12,"gingers"
13,11,3,4,39,0,2,4,9,1,24,2,2,0,2,0,6,2,0,0,2,0,3,1,0,1,0,122,"girl"
8,5,2,0,12,0,0,1,6,0,6,3,2,0,0,0,2,0,0,0,4,0,0,0,0,1,0,19,"girlfriend"
32,22,4,4,46,0,1,3,10,1,10,2,3,0,5,2,16,4,0,1,3,0,3,2,4,0,0,135,"girls"
67,69,15,8,164,8,3,6,32,4,23,3,2,3,6,4,8,6,3,3,10,1,2,1,19,5,3,391,"give"
15,5,0,2,13,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,"give us"
1,4,0,1,10,0,0,2,1,0,0,1,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,31,"given"
1,8,2,0,7,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18,"gives"
12,5,1,0,18,0,0,1,0,0,1,0,1,1,2,1,1,0,0,0,2,2,1,0,1,0,0,37,"giving"
16,7,3,0,10,1,0,1,5,0,10,0,0,1,0,0,1,0,1,3,9,0,0,1,1,0,0,36,"glad"
2,1,0,0,3,1,0,0,7,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,7,"glass"
6,1,0,0,1,0,0,1,6,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,24,"global"
2,0,0,0,1,0,0,5,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,13,"gluten"
11,10,0,2,32,0,0,1,5,0,5,0,0,0,0,4,2,1,0,1,2,0,0,0,7,3,0,49,"go ahead"
1,5,0,0,5,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,"go around"
7,5,1,0,7,0,1,2,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,29,"go away"
16,11,0,3,25,0,0,2,4,0,4,2,0,0,0,2,0,0,1,0,1,1,0,1,3,2,0,45,"go back"
3,3,1,0,2,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"go bathroom"
2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,3,"go bed"
2,3,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,"go dont"
3,3,1,0,8,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,"go find"
1,2,0,0,7,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,"go fuck"
