"Stan","Kyle","Chef","Mrs..Garrison","Cartman","Jimbo","Gerald","Mr..Mackey","Randy","Kenny","Butters","Stephen","Craig","Sheila","Announcer","Sharon","Wendy","Principal.Victoria","Jesus","Liane","Jimmy","Narrator","Reporter","Satan","Mr..Garrison","Michael","Mayor","All.others","word"
3,0,0,0,5,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,13,"see now"
2,3,0,0,9,0,0,2,2,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,11,"see oh"
1,1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,8,"see thats"
0,0,1,0,4,0,0,4,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"see uh"
1,0,0,0,0,1,0,1,1,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,6,"see well"
4,1,0,0,1,0,0,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"see whats"
4,13,2,1,5,1,1,0,5,1,8,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,28,"see ya"
10,8,0,0,16,0,0,2,3,0,3,2,0,2,0,1,0,1,0,0,3,0,2,0,0,0,0,43,"seeing"
15,12,4,0,18,0,0,3,3,3,9,0,0,1,1,3,0,0,1,1,2,0,0,0,4,0,1,58,"seem"
3,6,0,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,9,"seemed"
13,14,0,0,12,0,1,1,4,4,1,1,0,1,0,1,1,1,3,5,2,2,5,1,2,0,0,89,"seems"
4,7,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,14,"seems like"
18,15,4,2,41,9,1,2,15,3,16,1,1,2,7,5,2,1,3,3,8,1,2,1,4,0,1,179,"seen"
1,2,0,0,5,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,9,"sees"
11,0,0,0,0,2,0,1,1,1,6,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,10,"self"
4,0,2,0,16,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,47,"sell"
5,4,0,0,7,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,15,"selling"
5,8,0,0,23,1,0,2,3,0,1,0,0,0,0,1,0,4,0,1,1,0,0,0,0,2,2,68,"send"
2,2,1,0,2,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,3,0,0,24,"sending"
11,14,1,0,21,1,0,2,1,0,6,0,0,0,0,4,1,0,0,0,1,0,0,1,1,1,0,70,"sense"
19,5,1,1,11,3,2,2,5,0,3,1,3,3,0,1,3,0,1,0,0,1,1,0,3,3,0,50,"sent"
12,21,1,1,30,1,1,12,5,3,2,1,0,2,1,2,2,1,2,0,0,0,0,1,0,0,3,33,"serious"
10,8,0,0,82,0,1,1,0,3,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,26,"seriously"
2,0,1,0,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,6,"serve"
5,1,5,0,2,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,"served"
2,1,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4,"serves"
5,3,1,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,32,"service"
25,10,3,0,25,2,0,3,6,1,7,0,0,2,9,3,0,1,0,0,0,1,1,1,3,1,1,84,"set"
7,4,0,0,14,0,1,1,2,0,0,0,0,0,1,0,1,1,0,0,2,5,1,0,7,0,0,37,"seven"
0,1,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,5,0,1,0,0,33,"several"
19,20,10,11,15,1,2,4,2,2,2,3,0,3,1,2,1,2,0,2,5,1,0,2,3,0,1,150,"sex"
8,0,7,0,4,0,9,4,2,0,0,0,0,1,0,3,0,2,0,0,0,0,2,0,12,0,0,37,"sexual"
2,1,0,0,2,0,0,0,1,0,2,0,0,0,3,0,0,0,1,0,0,2,0,0,1,0,0,6,"sexy"
4,14,2,1,19,1,0,2,1,0,7,0,0,1,0,0,0,0,5,0,7,1,0,2,0,2,0,65,"shall"
0,0,0,1,2,0,0,2,3,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,8,"shape"
5,4,0,0,11,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,29,"share"
1,1,0,0,5,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,21,"shell"
18,2,1,0,5,0,0,0,38,0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,22,"shelly"
34,35,11,1,60,0,3,2,14,3,17,4,0,3,3,6,11,1,0,2,7,2,2,0,2,2,1,160,"shes"
1,3,0,0,11,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15,"shh"
6,2,2,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,"ship"
50,33,7,0,66,0,2,6,11,8,7,0,1,0,3,2,2,0,1,0,0,0,0,5,6,0,2,190,"shit"
5,2,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,11,0,0,56,"shitty"
2,1,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,6,0,0,0,0,9,"shocking"
2,0,0,1,4,1,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,13,"shoes"
8,6,1,0,28,13,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,63,"shoot"
4,2,0,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,14,"shooting"
3,4,0,0,6,0,1,0,6,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,30,"shop"
7,1,0,0,9,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,0,1,26,"shopping"
2,5,1,2,3,3,0,1,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,1,34,"short"
10,9,3,0,29,6,0,1,11,2,6,1,0,0,4,2,1,0,2,0,3,1,1,0,3,1,0,68,"shot"
15,18,5,1,20,3,2,6,9,0,9,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,66,"shouldnt"
63,62,7,5,104,13,7,8,13,2,35,4,4,5,27,4,7,4,11,4,24,4,2,2,10,3,7,302,"show"
5,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2,1,"show just"
7,4,1,0,9,3,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0,0,22,"showed"
2,5,0,0,3,0,1,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,22,"shower"
4,4,1,0,4,0,0,0,6,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,1,0,0,18,"showing"
6,8,2,1,10,2,0,0,7,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,3,0,1,44,"shows"
44,39,2,2,83,0,2,0,2,4,1,1,1,1,0,0,3,0,2,0,2,0,0,1,6,0,2,161,"shut"
37,31,2,1,36,2,4,3,7,2,14,0,0,2,0,6,3,2,0,0,0,0,1,0,3,2,0,75,"sick"
15,17,3,1,22,12,0,3,4,1,4,1,2,1,1,0,4,0,0,1,0,3,2,1,9,0,0,86,"side"
1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,8,"sides"
0,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,13,"sight"
5,8,3,2,20,0,2,2,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,55,"sign"
4,0,0,1,3,0,1,0,5,1,4,0,0,2,0,1,0,0,0,0,1,0,0,0,3,0,0,36,"silly"
5,4,1,1,19,0,0,1,9,0,3,0,0,1,3,2,0,0,1,0,0,0,0,0,4,0,0,75,"simple"
1,0,0,2,11,1,2,2,1,0,1,0,0,0,1,0,1,3,1,0,1,0,0,0,0,0,0,39,"simply"
7,21,1,5,30,2,1,1,6,0,5,0,0,2,1,4,2,5,3,0,2,3,1,0,4,0,0,93,"since"
7,4,8,1,17,2,0,1,2,1,4,0,0,0,4,1,0,0,2,1,1,0,0,0,3,0,0,56,"sing"
8,11,1,3,5,1,0,0,5,1,3,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,19,"singing"
1,2,0,2,3,0,1,0,2,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,10,"single"
12,22,1,0,57,1,0,0,5,4,37,0,5,0,0,0,1,1,0,0,12,3,0,0,1,1,0,362,"sir"
11,5,1,0,11,0,0,0,2,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,26,"sister"
10,21,4,3,25,0,3,4,9,0,4,3,0,1,1,4,2,1,0,1,0,0,0,0,7,0,1,97,"sit"
7,7,0,0,7,0,0,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,13,"sitting"
1,5,0,0,3,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,19,"situation"
7,4,0,0,23,0,3,4,6,1,2,0,2,0,5,0,2,0,0,1,2,3,0,0,6,1,0,60,"six"
1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,"sizes"
1,0,1,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"ski"
1,3,2,0,15,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,23,"skin"
2,2,1,6,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,0,0,8,"slave"
13,8,0,0,17,0,1,3,5,1,5,1,0,1,0,9,0,0,2,1,0,0,0,1,7,1,0,23,"sleep"
2,3,0,0,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,"slumber"
4,5,1,0,7,0,0,2,5,0,1,0,0,0,1,1,0,0,0,0,0,3,0,1,2,1,0,74,"small"
10,4,0,0,11,0,0,3,4,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,45,"smart"
2,2,0,0,3,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,1,4,"smartass"
5,0,0,0,15,0,1,4,2,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,"smell"
3,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,27,"smile"
14,0,2,0,1,0,0,0,7,0,2,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,28,"smith"
0,3,0,0,3,0,1,4,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,28,"smoking"
1,1,0,0,3,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"smug"
1,1,0,0,2,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,"snap"
3,6,2,0,4,0,0,0,0,1,1,0,0,0,0,1,0,0,4,1,1,0,0,1,1,0,0,21,"snow"
0,2,0,0,9,0,4,0,5,0,8,0,0,1,0,0,4,0,0,0,0,0,1,0,2,0,0,19,"society"
1,2,0,0,5,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,"solution"
2,1,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,"solve"
34,24,6,2,61,3,3,7,8,1,9,2,2,2,0,0,3,0,1,1,1,0,0,0,2,0,2,121,"somebody"
5,5,1,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,"somebodys"
5,3,0,0,8,0,1,2,4,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,16,"someday"
7,6,0,0,10,0,0,0,2,0,2,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,24,"somehow"
17,11,8,0,17,3,0,3,5,1,5,1,0,0,1,0,3,0,0,0,1,1,0,0,2,1,0,83,"someone"
2,1,0,0,5,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,"someones"
2,0,3,1,12,3,1,6,5,0,11,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,60,"somethin"
143,112,14,5,139,3,10,10,41,3,18,8,2,10,4,9,15,3,7,5,9,3,1,5,12,3,6,300,"something"
8,4,2,0,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,"something else"
8,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"something really"
1,6,0,0,4,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,"somethings"
2,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,5,"sometime"
12,9,6,0,19,1,2,5,6,0,12,1,1,8,0,1,1,0,1,4,3,1,0,1,4,0,0,89,"sometimes"
13,11,1,0,17,0,0,2,7,0,6,0,1,0,0,1,0,0,1,1,2,0,0,0,2,0,0,44,"somewhere"
14,18,4,0,63,3,17,5,83,1,8,24,1,8,4,32,0,4,12,8,1,0,2,4,4,0,0,321,"son"
7,11,0,0,43,1,2,1,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,29,"son bitch"
15,14,11,1,27,3,3,1,4,0,3,0,0,1,3,0,0,1,1,0,2,0,2,0,6,0,1,91,"song"
5,3,2,0,9,2,0,0,5,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,28,"songs"
1,0,0,0,13,0,1,2,4,0,1,3,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,24,"sons"
14,20,0,1,29,2,1,0,5,0,12,1,0,1,1,2,2,0,0,3,1,2,1,2,3,2,1,105,"soon"
0,2,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,5,"sooner"
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,3,"sooner later"
4,9,0,0,23,0,1,1,3,1,1,0,7,0,0,1,1,2,0,0,0,0,0,0,1,1,0,22,"sooo"
58,70,16,1,90,3,13,7,62,1,38,3,1,7,1,16,12,10,0,10,9,0,0,7,15,3,2,393,"sorry"
2,1,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,"sorry dont"
1,7,0,1,5,0,1,2,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,19,"sorry im"
1,1,0,0,2,0,1,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,9,"sorry just"
0,1,1,0,0,1,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,"sorry stan"
4,3,0,0,9,0,1,2,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,2,0,0,16,"sort"
7,4,3,0,8,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,32,"soul"
0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,21,"souls"
12,9,2,0,16,0,2,1,10,0,3,0,0,0,1,1,1,0,1,0,0,1,0,0,4,0,0,36,"sound"
7,2,0,0,6,0,2,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,8,"sound like"
14,9,1,0,14,2,2,5,6,2,7,2,1,2,0,12,0,0,0,2,2,0,0,1,1,0,0,60,"sounds"
1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,"sounds good"
7,3,1,0,5,1,1,2,3,0,1,1,1,1,0,7,0,0,0,0,0,0,0,0,1,0,0,26,"sounds like"
22,21,14,1,40,20,5,6,19,1,5,0,0,2,35,1,4,7,4,2,8,2,17,1,15,0,23,297,"south"
20,15,14,1,29,15,5,6,18,1,5,0,0,2,32,1,2,7,4,2,7,2,17,1,15,0,22,284,"south park"
2,2,0,1,6,0,1,1,0,0,0,0,0,0,3,0,0,4,0,0,1,0,1,0,1,0,2,12,"south park elementary"
4,9,3,0,11,0,0,0,12,0,2,0,2,0,1,1,0,0,0,0,1,2,0,0,0,0,0,43,"space"
7,7,2,0,23,1,0,2,0,0,2,1,0,0,0,1,0,3,0,1,1,1,1,0,1,0,3,59,"speak"
0,2,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,"speaker"
3,5,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,21,"spears"
6,12,7,5,37,1,3,5,4,0,5,3,0,2,21,1,1,3,0,2,6,0,2,1,8,1,1,117,"special"
5,8,0,2,3,1,0,0,1,0,2,3,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,18,"speech"
1,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,9,"spell"
9,2,0,0,7,1,1,0,3,0,2,0,0,3,0,1,0,0,2,1,1,0,0,1,0,0,0,37,"spend"
0,5,0,0,4,0,0,0,8,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,10,"spending"
6,8,1,1,9,2,2,0,0,0,2,0,1,0,0,1,0,1,0,0,2,2,0,1,1,1,0,15,"spent"
2,3,0,0,7,2,0,0,3,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,53,"spirit"
4,3,1,0,5,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,"split"
2,0,0,0,4,0,0,0,4,0,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,"spooky"
1,2,1,0,1,1,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,"sport"
2,2,2,0,2,2,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,20,"spread"
1,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14,"squirrel"
7,3,1,0,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,"sshh"
5,5,0,0,4,1,0,1,0,0,1,0,1,0,4,0,0,0,1,0,0,1,1,0,3,1,1,23,"stage"
23,238,20,5,190,8,6,16,233,8,57,0,6,2,7,31,72,2,6,1,15,4,2,0,12,3,0,201,"stan"
1,14,1,0,4,0,0,0,8,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,"stan dont"
1,10,1,0,3,0,0,0,8,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,3,"stan im"
0,2,2,0,5,1,0,0,5,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,"stan just"
1,0,1,2,22,0,1,1,1,2,4,0,1,0,0,1,1,0,1,1,0,0,0,0,2,0,0,11,"stan kyle"
6,0,0,0,2,0,0,0,2,0,0,0,2,0,5,0,0,2,0,0,0,3,1,0,1,0,0,41,"stan marsh"
0,17,0,0,5,0,0,1,30,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,3,"stan stan"
17,10,2,0,33,5,0,2,7,1,6,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,86,"stand"
7,4,0,0,13,1,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,15,0,0,0,0,37,"standing"
1,1,0,0,0,6,0,2,66,0,0,0,0,1,0,110,0,1,8,2,0,1,0,0,19,0,0,23,"stanley"
0,12,0,4,25,1,1,1,6,0,3,0,0,0,0,8,0,1,0,0,2,1,0,0,0,0,0,14,"stans"
6,3,0,1,11,0,0,1,0,1,2,0,0,0,3,2,0,0,0,0,0,2,3,0,4,0,0,43,"star"
2,4,0,0,5,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,2,27,"stars"
30,29,5,1,80,2,2,15,14,0,17,3,0,2,3,4,2,0,1,0,3,1,0,1,8,4,3,143,"start"
17,13,3,1,25,1,0,0,8,0,6,2,1,0,0,6,1,2,0,3,4,7,2,1,4,1,0,88,"started"
11,10,1,0,13,1,0,1,4,0,4,1,0,0,2,2,0,0,2,1,1,1,0,0,0,0,1,38,"starting"
2,3,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,20,"starts"
7,1,4,1,6,5,0,2,2,1,0,1,0,0,2,0,1,1,1,2,0,0,3,0,2,0,0,58,"state"
1,5,1,0,9,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,2,3,0,1,0,0,38,"states"
3,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,1,30,"status"
34,18,7,0,55,7,1,3,25,2,12,4,1,1,4,5,6,1,0,2,3,1,0,0,5,1,0,141,"stay"
2,2,2,0,4,0,1,1,1,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,10,"stay away"
5,6,0,1,9,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,7,"staying"
1,3,0,1,18,2,0,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,0,44,"step"
1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,6,"steps"
6,6,3,0,16,0,1,0,2,8,5,1,0,0,1,1,0,0,1,0,4,0,0,0,5,0,0,32,"stick"
59,59,9,8,92,4,7,5,26,2,21,3,2,6,4,4,3,0,3,6,4,4,1,2,13,1,3,265,"still"
1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,"still dont"
0,1,1,0,16,0,0,0,1,0,6,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,15,"stinky"
2,2,1,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,7,"stole"
2,3,1,0,6,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,22,"stomach"
2,2,0,0,2,0,0,0,4,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,4,"stood"
110,105,6,5,131,6,5,8,38,8,24,4,2,3,2,11,9,1,9,4,2,4,1,2,18,5,1,359,"stop"
4,6,2,0,5,0,0,2,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,"stopped"
2,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,"stopping"
16,3,0,0,14,1,3,0,9,0,4,0,0,0,0,0,1,0,0,2,2,3,0,0,0,0,0,61,"store"
5,1,0,0,3,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,"stories"
2,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,17,"storm"
7,9,0,0,13,2,0,2,1,0,1,0,1,1,3,2,0,2,2,1,0,2,1,1,3,0,0,75,"story"
1,0,0,0,2,0,0,0,5,0,3,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,33,"stotch"
7,2,1,0,8,0,1,1,5,0,4,0,1,1,3,0,0,1,0,0,1,0,0,0,7,0,0,34,"straight"
5,7,4,1,5,0,0,0,2,0,1,1,0,2,1,0,1,0,0,1,0,0,1,0,1,0,0,46,"strange"
4,3,1,0,8,1,2,0,3,1,2,0,0,1,1,1,0,0,0,0,0,1,1,0,3,0,0,30,"street"
1,3,4,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,22,"streisand"
2,0,0,0,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,10,"strength"
2,4,2,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,1,0,39,"strong"
6,7,0,0,3,0,0,0,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,22,"stuck"
0,2,1,1,17,1,0,4,1,0,1,0,0,0,0,0,4,10,0,0,1,0,0,0,4,0,0,21,"student"
4,4,1,9,18,0,1,25,3,0,2,0,0,0,4,0,2,16,0,0,3,1,1,0,4,0,1,69,"students"
8,4,0,6,4,0,0,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,18,"study"
56,36,2,2,64,0,3,2,23,0,19,1,5,0,2,6,3,1,1,1,5,0,0,2,2,0,0,98,"stuff"
84,107,1,3,166,5,1,2,23,6,22,1,4,0,1,9,9,1,1,0,2,0,1,1,14,1,3,199,"stupid"
0,2,0,0,3,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5,"style"
0,1,0,0,4,0,0,1,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,6,"subject"
31,23,4,0,62,0,0,1,2,4,4,0,1,0,0,0,3,0,0,0,2,0,0,0,5,1,0,48,"suck"
1,7,1,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,8,"suck balls"
34,22,0,0,38,1,0,1,8,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21,"sucks"
3,2,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,6,"sudden"
4,4,3,0,3,1,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,35,"sue"
1,0,0,1,2,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11,"suffering"
2,1,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0,0,2,0,14,"suicide"
6,2,0,0,3,1,1,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,2,0,0,29,"summer"
2,0,1,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,18,"sunday"
13,8,0,1,24,0,2,0,5,0,2,0,1,0,4,0,0,0,8,0,3,5,1,3,0,0,0,47,"super"
4,2,2,0,5,2,0,0,5,0,0,0,1,0,0,4,1,0,0,0,0,0,3,0,2,0,0,36,"support"
4,0,0,1,5,0,0,2,0,0,4,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,24,"suppose"
44,36,4,1,46,4,3,8,11,3,21,1,3,2,1,7,4,2,1,2,4,1,0,1,2,0,4,104,"supposed"
4,2,0,0,2,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"supposed go"
77,66,12,5,126,12,14,19,40,4,98,2,2,11,4,8,5,7,4,15,27,2,4,0,22,1,5,484,"sure"
5,1,0,0,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,"sure can"
2,1,0,0,4,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,6,"sure well"
1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"sure will"
